timestamp	degree
399130.4399445	-90
399130.5868607	-88.2
399130.7324763	-86.4
399130.8800244	-84.6
399131.0267587	-82.8
399131.1732429	-81.0
399131.3191093	-79.2
399131.4665864	-77.4
399131.611152	-75.6
399131.7573422	-73.8
399131.9023686	-72.0
399132.0493217	-70.2
399132.1963311	-68.4
399132.3429183	-66.6
399132.4878708	-64.8
399132.6340038	-63.0
399132.7799872	-61.199999999999996
399132.9259197	-59.39999999999999
399133.0721318	-57.599999999999994
399133.218979	-55.79999999999999
399133.3652541	-53.99999999999999
399133.5129735	-52.19999999999999
399133.6590078	-50.39999999999999
399133.805114	-48.59999999999999
399133.9723765	-46.79999999999998
399134.1193137	-44.999999999999986
399134.2665807	-43.19999999999998
399134.4137222	-41.39999999999998
399134.560601	-39.59999999999998
399134.706428	-37.799999999999976
399134.8522404	-35.99999999999998
399134.9977049	-34.199999999999974
399135.1444211	-32.39999999999997
399135.3014744	-30.599999999999973
399135.4476104	-28.79999999999997
399135.5944529	-26.99999999999997
399135.7402361	-25.19999999999996
399135.8861148	-23.399999999999963
399136.0324006	-21.599999999999966
399136.1788607	-19.799999999999955
399136.3253056	-17.99999999999997
399136.4708618	-16.199999999999974
399136.6277594	-14.399999999999977
399136.773144	-12.599999999999994
399136.9185312	-10.799999999999997
399137.0656383	-9.0
399137.2127361	-7.200000000000003
399137.3601294	-5.400000000000006
399137.5054723	-3.6000000000000227
399137.6522105	-1.8000000000000256
399137.7981156	-2.842170943040401e-14
399137.9539868	1.7999999999999545
399138.0999839	3.5999999999999517
399138.2467643	5.399999999999949
399138.3925624	7.199999999999946
399138.5395433	8.999999999999943
399138.6858533	10.799999999999926
399138.8318939	12.599999999999923
399138.9782817	14.39999999999992
399139.1252332	16.199999999999903
399139.2908285	17.9999999999999
399139.435996	19.799999999999898
399139.5819315	21.599999999999895
399139.7275196	23.399999999999892
399139.8724922	25.199999999999875
399140.0187251	26.999999999999872
399140.1653215	28.79999999999987
399140.3125301	30.599999999999852
399140.4594195	32.39999999999985
399140.6074795	34.19999999999985
399140.7575406	35.999999999999844
399140.9073363	37.79999999999984
399141.0532093	39.599999999999824
399141.1987799	41.39999999999981
399141.3453382	43.19999999999982
399141.4922291	44.9999999999998
399141.6400103	46.79999999999981
399141.7873629	48.599999999999795
399141.934194	50.39999999999978
399142.0811648	52.19999999999979
399142.2301352	53.99999999999977
399142.3780291	55.799999999999784
399142.5241423	57.59999999999977
399142.6704614	59.39999999999975
399142.8159431	61.19999999999976
399142.9619485	62.999999999999744
399143.1079068	64.79999999999973
399143.2529519	66.59999999999974
399143.3992691	68.39999999999972
399143.5462514	70.1999999999997
399143.6925804	71.99999999999972
399143.8383998	73.7999999999997
399143.9842707	75.59999999999971
399144.1302588	77.3999999999997
399144.2762109	79.19999999999968
399144.422978	80.99999999999969
399144.5693502	82.79999999999967
399144.7155833	84.59999999999968
399144.8604657	86.39999999999966
399145.006736	88.19999999999965
399145.1517623	89.99999999999966
399145.2983431	88.19999999999965
399145.4453094	86.39999999999966
399145.5925467	84.59999999999968
399145.7395028	82.79999999999967
399145.885262	80.99999999999969
399146.0322732	79.19999999999968
399146.1794974	77.3999999999997
399146.3262122	75.59999999999971
399146.4724298	73.7999999999997
399146.6187567	71.99999999999972
399146.7648001	70.1999999999997
399146.9110388	68.39999999999972
399147.0579208	66.59999999999974
399147.2031333	64.79999999999973
399147.3506058	62.999999999999744
399147.4965688	61.19999999999976
399147.6426791	59.39999999999975
399147.788215	57.59999999999977
399147.9352488	55.799999999999784
399148.0818278	53.99999999999977
399148.2287756	52.19999999999979
399148.3741221	50.39999999999978
399148.5195753	48.599999999999795
399148.665665	46.79999999999981
399148.8119638	44.9999999999998
399148.9568191	43.19999999999982
399149.1032998	41.39999999999981
399149.2495708	39.599999999999824
399149.3952129	37.79999999999984
399149.5402639	35.999999999999844
399149.6855546	34.19999999999985
399149.8320425	32.39999999999985
399149.9779706	30.599999999999852
399150.1223265	28.79999999999987
399150.2697603	26.999999999999872
399150.4163084	25.199999999999875
399150.5628243	23.399999999999892
399150.7091014	21.599999999999895
399150.8541474	19.799999999999898
399151.0007813	17.9999999999999
399151.1472533	16.199999999999903
399151.2944717	14.39999999999992
399151.4409828	12.599999999999923
399151.5879904	10.799999999999926
399151.7347421	8.999999999999943
399151.8803927	7.199999999999946
399152.0269953	5.399999999999949
399152.1733963	3.5999999999999517
399152.3201774	1.7999999999999545
399152.4671981	-2.842170943040401e-14
399152.6136396	-1.8000000000000256
399152.7714062	-3.6000000000000227
399152.9184175	-5.400000000000006
399153.0658183	-7.200000000000003
399153.2135572	-9.0
399153.3607371	-10.799999999999997
399153.5071113	-12.599999999999994
399153.6532855	-14.399999999999977
399153.7995998	-16.199999999999974
399153.9466034	-17.99999999999997
399154.1036141	-19.79999999999997
399154.2484792	-21.599999999999966
399154.3959417	-23.399999999999977
399154.542066	-25.199999999999974
399154.6883441	-26.99999999999998
399154.8337086	-28.799999999999976
399154.9796907	-30.59999999999998
399155.1259342	-32.39999999999998
399155.2814725	-34.19999999999998
399155.4373242	-35.999999999999986
399155.5841714	-37.79999999999998
399155.730653	-39.59999999999999
399155.877748	-41.39999999999999
399156.0237706	-43.19999999999999
399156.1692615	-44.99999999999999
399156.3170829	-46.8
399156.4623185	-48.599999999999994
399156.6087928	-50.4
399156.755195	-52.199999999999996
399156.9016158	-54.0
399157.0481588	-55.800000000000004
399157.1944066	-57.6
399157.3522166	-59.400000000000006
399157.4978278	-61.2
399157.6441737	-63.00000000000001
399157.7916798	-64.80000000000001
399157.9375012	-66.60000000000001
399158.0843751	-68.4
399158.2314328	-70.20000000000002
399158.3768546	-72.00000000000001
399158.52331	-73.80000000000001
399158.6698013	-75.60000000000001
399158.8172967	-77.4
399158.9629628	-79.20000000000002
399159.1096385	-81.00000000000001
399159.2557044	-82.80000000000001
399159.4023882	-84.60000000000001
399159.5492311	-86.4
399159.694904	-88.20000000000002
399159.9258608	-90.00000000000001
399160.1561394	-88.20000000000002
399160.3028038	-86.4
399160.449577	-84.60000000000001
399160.5963721	-82.80000000000001
399160.7428752	-81.00000000000001
399160.889223	-79.20000000000002
399161.0348425	-77.4
399161.1823315	-75.60000000000001
399161.3289584	-73.80000000000001
399161.4748461	-72.00000000000001
399161.6220043	-70.20000000000002
399161.7677983	-68.4
399161.9136825	-66.60000000000001
399162.0604784	-64.80000000000001
399162.2083926	-63.00000000000001
399162.3548682	-61.2
399162.502919	-59.400000000000006
399162.6502786	-57.6
399162.7954959	-55.800000000000004
399162.9420212	-54.0
399163.0887938	-52.199999999999996
399163.2352953	-50.4
399163.3813803	-48.599999999999994
399163.5284157	-46.8
399163.6739897	-44.99999999999999
399163.821142	-43.19999999999999
399163.9664001	-41.39999999999999
399164.1123392	-39.59999999999999
399164.2585414	-37.79999999999998
399164.404036	-35.999999999999986
399164.5505459	-34.19999999999998
399164.6967799	-32.39999999999998
399164.8426853	-30.59999999999998
399164.9898126	-28.799999999999976
399165.1358076	-26.99999999999998
399165.2822225	-25.199999999999974
399165.4286178	-23.399999999999977
399165.5757392	-21.599999999999966
399165.7223804	-19.79999999999997
399165.8692649	-17.99999999999997
399166.0159383	-16.199999999999974
399166.1632507	-14.399999999999977
399166.3185831	-12.599999999999994
399166.4653895	-10.799999999999997
399166.610908	-9.0
399166.7568856	-7.200000000000003
399166.9027344	-5.400000000000006
399167.0501255	-3.6000000000000227
399167.1973313	-1.8000000000000256
399167.3468757	-2.842170943040401e-14
399167.5048213	1.7999999999999545
399167.6624598	3.5999999999999517
399167.8082937	5.399999999999949
399167.9570836	7.199999999999946
399168.1046494	8.999999999999943
399168.2520039	10.799999999999926
399168.3988678	12.599999999999923
399168.5466998	14.39999999999992
399168.6931428	16.199999999999903
399168.8401356	17.9999999999999
399168.9860425	19.799999999999898
399169.1324922	21.599999999999895
399169.2790917	23.399999999999892
399169.4260909	25.199999999999875
399169.5716738	26.999999999999872
399169.7198261	28.79999999999987
399169.8660935	30.599999999999852
399170.0130606	32.39999999999985
399170.1590975	34.19999999999985
399170.3059434	35.999999999999844
399170.4520911	37.79999999999984
399170.5990606	39.599999999999824
399170.7486261	41.39999999999981
399170.8957156	43.19999999999982
399171.0428722	44.9999999999998
399171.1901322	46.79999999999981
399171.3362443	48.599999999999795
399171.4822359	50.39999999999978
399171.6292829	52.19999999999979
399171.7738997	53.99999999999977
399171.9210783	55.799999999999784
399172.0681609	57.59999999999977
399172.2136993	59.39999999999975
399172.3608511	61.19999999999976
399172.5077798	62.999999999999744
399172.6556219	64.79999999999973
399172.8010339	66.59999999999974
399172.9468276	68.39999999999972
399173.0937163	70.1999999999997
399173.241768	71.99999999999972
399173.388857	73.7999999999997
399173.5352756	75.59999999999971
399173.681933	77.3999999999997
399173.8302586	79.19999999999968
399173.9767872	80.99999999999969
399174.1235169	82.79999999999967
399174.2703232	84.59999999999968
399174.4171295	86.39999999999966
399174.5639565	88.19999999999965
399174.7104394	89.99999999999966
399174.8566316	88.19999999999965
399175.0031727	86.39999999999966
399175.1500996	84.59999999999968
399175.2963814	82.79999999999967
399175.4431575	80.99999999999969
399175.59054	79.19999999999968
399175.7376179	77.3999999999997
399175.883861	75.59999999999971
399176.0307536	73.7999999999997
399176.1791898	71.99999999999972
399176.3249693	70.1999999999997
399176.4712332	68.39999999999972
399176.6169975	66.59999999999974
399176.7637501	64.79999999999973
399176.9102369	62.999999999999744
399177.0567662	61.19999999999976
399177.2030726	59.39999999999975
399177.3486396	57.59999999999977
399177.4950577	55.799999999999784
399177.6416418	53.99999999999977
399177.7876586	52.19999999999979
399177.9345512	50.39999999999978
399178.0805471	48.599999999999795
399178.2281657	46.79999999999981
399178.3741863	44.9999999999998
399178.5211573	43.19999999999982
399178.6674442	41.39999999999981
399178.8131418	39.599999999999824
399178.9590022	37.79999999999984
399179.1059747	35.999999999999844
399179.2519113	34.19999999999985
399179.398456	32.39999999999985
399179.545549	30.599999999999852
399179.6913056	28.79999999999987
399179.8370768	26.999999999999872
399179.9823471	25.199999999999875
399180.1287646	23.399999999999892
399180.2761121	21.599999999999895
399180.4217542	19.799999999999898
399180.5668826	17.9999999999999
399180.7143547	16.199999999999903
399180.8831912	14.39999999999992
399181.0294473	12.599999999999923
399181.1760961	10.799999999999926
399181.3224123	8.999999999999943
399181.4686221	7.199999999999946
399181.6153371	5.399999999999949
399181.7613352	3.5999999999999517
399181.9067681	1.7999999999999545
399182.0534262	-2.842170943040401e-14
399182.2100765	-1.8000000000000256
399182.3564956	-3.6000000000000227
399182.5020778	-5.400000000000006
399182.6489369	-7.200000000000003
399182.7947403	-9.0
399182.940652	-10.799999999999997
399183.0866343	-12.599999999999994
399183.2346816	-14.399999999999977
399183.380844	-16.199999999999974
399183.5277375	-17.99999999999997
399183.673191	-19.79999999999997
399183.819399	-21.599999999999966
399183.9658807	-23.399999999999977
399184.1223412	-25.199999999999974
399184.2678811	-26.99999999999998
399184.4145362	-28.799999999999976
399184.5616293	-30.59999999999998
399184.709	-32.39999999999998
399184.8554829	-34.19999999999998
399185.0014221	-35.999999999999986
399185.1473486	-37.79999999999998
399185.2938744	-39.59999999999999
399185.4400093	-41.39999999999999
399185.5863802	-43.19999999999999
399185.7320628	-44.99999999999999
399185.8790198	-46.8
399186.0255351	-48.599999999999994
399186.1714592	-50.4
399186.3171797	-52.199999999999996
399186.4631244	-54.0
399186.6075842	-55.800000000000004
399186.7531371	-57.6
399186.8990511	-59.400000000000006
399187.0464309	-61.2
399187.1930354	-63.00000000000001
399187.3408225	-64.80000000000001
399187.4866637	-66.60000000000001
399187.6331381	-68.4
399187.7787843	-70.20000000000002
399187.9266946	-72.00000000000001
399188.0738705	-73.80000000000001
399188.2196505	-75.60000000000001
399188.3654978	-77.4
399188.5125633	-79.20000000000002
399188.6600284	-81.00000000000001
